domains,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,ci_low,ci_high,perm_pvalue,majority_baseline,chance_baseline,n_boot,n_perm,seed
bbc.co.uk kyivpost.com sputnikglobe.com,0.6153846153846154,0.607506781387699,0.6174190445691433,0.6054545454545455,0.6129025699414443,0.5384615384615384,0.6923076923076923,0.001996007984031936,0.40559440559440557,0.3333333333333333,2000,500,42
